CLASS_SPECIES,CLASS_KEY,KEY_COUNT,KEY_TEXT,TRIGGER_ID,CAMERA_SEQ_NO,TRIGGER_DATETIME
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000007377144,23410,18-Oct-17
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000007439817,28204,21-Nov-17
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020280675,42084,16-May-20
Elk,ELK_ADULT_ANTLERED_AMT,3,NA,SSWI000000015060828,63902,13-Sep-19
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020143676,63902,19-Nov-20
Coyote,COYOTE_AMT,1,NA,SSWI000000017290589,43150,3-Mar-20
Wolf,WOLF_AMT,2,NA,SSWI000000007847369,33109,22-Feb-18
Coyote,COYOTE_AMT,1,NA,SSWI000000017356658,32545,12-May-20
Mink,MINK_AMT,1,NA,SSWI000000020277956,69995,18-Oct-20
Fisher,FISHER_AMT,1,NA,SSWI000000021378187,63790,11-Apr-21
Otter,OTTER_AMT,1,NA,SSWI000000020885397,49154,16-Feb-21
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000022805326,82247,29-Apr-21
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000006959222,28855,17-Oct-17
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000011771250,37111,8-Feb-19
Fisher,FISHER_AMT,1,NA,SSWI000000016483451,51861,24-Feb-20
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000017387078,63902,26-May-20
Wolf,WOLF_AMT,1,NA,SSWI000000014379548,61758,19-Aug-19
Wolf,WOLF_AMT,1,NA,SSWI000000019773310,60041,18-Jul-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020162968,42940,17-May-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000007643567,7233,3-Dec-17
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000018847316,66125,3-Sep-20
Wolf,WOLF_AMT,1,NA,SSWI000000019707748,61758,28-Oct-20
Deer,DEER_FAWN_AMT,2,NA,SSWI000000020162366,42940,18-Nov-19
"Grouse, Ruffed",GROUSE_AMT,2,NA,SSWI000000011458715,52459,2-Jan-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017265697,60002,20-Apr-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020366003,57185,21-Apr-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000005404231,31383,21-May-17
Deer,DEER_FAWN_AMT,1,NA,SSWI000000018237298,65128,19-Jul-20
Mink,MINK_AMT,1,NA,SSWI000000011299146,29489,17-Nov-18
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000010498322,28863,17-Sep-18
Weasel,WEASEL_AMT,1,NA,SSWI000000019677174,35564,21-Sep-20
Deer,DEER_ADULT_ANTLERLESS_AMT,2,NA,SSWI000000020270602,83201,9-Oct-20
Elk,ELK_ADULT_ANTLERED_AMT,1,NA,SSWI000000019326018,32189,31-May-19
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000013550471,63902,30-Jun-19
Elk,ELK_ADULT_ANTLERED_AMT,1,NA,SSWI000000016918223,63902,9-Apr-20
Fisher,FISHER_AMT,1,NA,SSWI000000017859302,51818,27-Mar-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000019467438,38862,27-Sep-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000016754716,69962,26-Mar-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000018113052,35564,9-Jul-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000014939619,58359,27-Sep-19
Mink,MINK_AMT,1,NA,SSWI000000007851249,38808,25-Jan-18
Fisher,FISHER_AMT,1,NA,SSWI000000016338607,54052,8-Jan-20
Otter,OTTER_AMT,2,NA,SSWI000000020118427,57342,14-Nov-20
Elk,ELK_ADULT_ANTLERLESS_AMT,2,NA,SSWI000000011771182,37111,25-Jan-19
Mink,MINK_AMT,1,NA,SSWI000000020931441,83737,24-Nov-20
Fisher,FISHER_AMT,1,NA,SSWI000000011521079,39946,23-Jan-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000019272488,52454,22-Aug-20
Bear,BEAR_ADULT_AMT,1,NA,SSWI000000018237149,65128,25-May-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000019106558,61120,18-Jul-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000021015748,84888,18-Jan-21
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000017531399,38602,31-Mar-20
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000017387066,63902,25-May-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000009608758,31320,31-Jul-18
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000019765384,77068,29-Oct-20
"Fox, Red",FOXRED_AMT,1,NA,SSWI000000021365134,54868,12-Mar-21
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365128,57185,20-Dec-19
Mink,MINK_AMT,1,NA,SSWI000000014747320,34655,31-Aug-19
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000015060596,63902,16-Aug-19
Wolf,WOLF_AMT,1,NA,SSWI000000021367179,69962,1-Apr-21
Elk,ELK_ADULT_UNKNOWN_AMT,3,NA,SSWI000000011771290,37111,8-Feb-19
Mink,MINK_AMT,1,NA,SSWI000000019139119,33112,18-Sep-20
Mink,MINK_AMT,1,NA,SSWI000000010714157,44338,19-Oct-18
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016160543,28853,14-Dec-19
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020300719,32164,12-Nov-19
Fisher,FISHER_AMT,1,NA,SSWI000000016479941,42002,10-Feb-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000019159309,43104,17-Nov-19
Fisher,FISHER_AMT,1,NA,SSWI000000017501299,46461,9-Mar-20
Elk,ELK_ADULT_ANTLERLESS_AMT,3,NA,SSWI000000012444637,28204,1-Apr-19
Wolf,WOLF_AMT,1,NA,SSWI000000022529541,84866,13-Jul-21
Fisher,FISHER_AMT,1,NA,SSWI000000015984157,35564,14-Dec-19
Wolf,WOLF_AMT,1,NA,SSWI000000018419694,31924,4-Apr-20
Fisher,FISHER_AMT,1,NA,SSWI000000017635227,51814,12-May-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020365866,57185,5-Apr-20
Wolf,WOLF_AMT,1,NA,SSWI000000011255761,52459,29-Nov-18
Fisher,FISHER_AMT,1,NA,SSWI000000021862186,83732,1-Feb-21
Wolf,WOLF_AMT,1,NA,SSWI000000020364075,53965,15-Dec-20
Fisher,FISHER_AMT,1,NA,SSWI000000003530218,23234,19-Jul-16
"Grouse, Ruffed",GROUSE_YOUNG_PRESENT,NA,Y,SSWI000000013425441,41600,1-Jul-19
Fisher,FISHER_AMT,1,NA,SSWI000000016510188,60006,3-Feb-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000015075008,64463,17-Jul-19
Mink,MINK_AMT,1,NA,SSWI000000010645883,28866,3-Sep-18
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000006776093,28820,16-Jul-17
Coyote,COYOTE_AMT,1,NA,SSWI000000019068138,31327,2-Aug-20
Fisher,FISHER_AMT,1,NA,SSWI000000008461886,39945,22-Mar-18
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000008441686,39902,26-Apr-18
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000006873990,28204,21-Sep-17
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000013550436,63902,28-Jun-19
Mink,MINK_AMT,1,NA,SSWI000000011962454,48269,27-Feb-19
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000013550504,63902,3-Jul-19
Fisher,FISHER_AMT,1,NA,SSWI000000008778580,29503,23-Apr-18
Fisher,FISHER_AMT,1,NA,SSWI000000015781700,46271,8-Nov-19
Otter,OTTER_AMT,1,NA,SSWI000000019256209,50546,28-Apr-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000010936171,51809,15-Nov-18
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020365788,57185,29-Mar-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016741813,46125,23-Mar-20
Wolf,WOLF_AMT,1,NA,SSWI000000023281027,54047,10-Sep-21
Elk,ELK_ADULT_ANTLERED_AMT,1,NA,SSWI000000017386908,63902,13-May-20
Deer,DEER_FAWN_AMT,2,NA,SSWI000000018612982,53989,6-Jul-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000012586505,41600,21-Apr-19
Otter,OTTER_AMT,1,NA,SSWI000000020489174,33105,30-Oct-20
Fisher,FISHER_AMT,1,NA,SSWI000000021522704,85030,22-Mar-21
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016161775,28853,28-Dec-19
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000005446515,28204,12-May-17
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000007439831,28204,21-Nov-17
Coyote,COYOTE_AMT,1,NA,SSWI000000017588191,54081,13-Jun-20
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020321734,66124,27-Nov-20
Wolf,WOLF_AMT,1,NA,SSWI000000012465183,54977,12-Mar-19
Mink,MINK_AMT,1,NA,SSWI000000016486570,66128,24-Feb-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000010532238,38814,24-Sep-18
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000015074870,64463,3-Jul-19
Elk,ELK_ADULT_ANTLERLESS_AMT,2,NA,SSWI000000018264493,67040,5-May-20
Raccoon,RACCOON_AMT,1,NA,SSWI000000004834678,23234,25-Mar-17
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020163107,42940,19-Jun-20
Raccoon,RACCOON_AMT,1,NA,SSWI000000013446156,31914,19-Jun-19
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020364830,57185,15-Dec-19
Deer,DEER_FAWN_AMT,2,NA,SSWI000000018743838,52460,22-Aug-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000018437562,58260,1-Jul-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020299371,32178,31-Oct-19
Elk,ELK_ADULT_ANTLERED_AMT,1,NA,SSWI000000012873404,28204,27-May-19
Deer,DEER_FAWN_AMT,1,NA,SSWI000000018613124,53989,9-Jul-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016161279,28853,24-Dec-19
Fisher,FISHER_AMT,1,NA,SSWI000000011573016,32140,5-Jan-19
Wolf,WOLF_AMT,1,NA,SSWI000000004332219,23231,28-Jan-17
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016160603,28853,15-Dec-19
Deer,DEER_FAWN_AMT,1,NA,SSWI000000019187513,50031,3-Aug-20
Deer,DEER_ADULT_ANTLERLESS_AMT,2,NA,SSWI000000018859993,38813,16-Aug-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020364862,57185,17-Dec-19
Deer,DEER_FAWN_AMT,1,NA,SSWI000000018264776,67040,2-Jun-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020364918,57185,17-Dec-19
Deer,DEER_ADULT_UNKNOWN_AMT,2,NA,SSWI000000020365531,57185,24-Feb-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000021404932,33011,1-May-21
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016160820,28853,15-Dec-19
Deer,DEER_FAWN_AMT,1,NA,SSWI000000019901390,42947,15-Jul-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000021700881,33112,2-May-21
Fisher,FISHER_AMT,1,NA,SSWI000000019347015,65737,7-Oct-20
Deer,DEER_ADULT_ANTLERLESS_AMT,2,NA,SSWI000000020364285,57185,14-Oct-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000011696616,34628,13-Jan-19
Otter,OTTER_AMT,1,NA,SSWI000000023145193,85412,9-Aug-21
Mink,MINK_AMT,1,NA,SSWI000000020931418,83737,16-Nov-20
"Fox, Gray",FOXGRAY_AMT,1,NA,SSWI000000018143012,53552,25-Jun-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016160795,28853,15-Dec-19
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000017387080,63902,26-May-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000016868581,34747,6-Feb-20
Squirrels and Chipmunks,SQUIRREL_AMT,1,NA,SSWI000000012542075,58705,13-Apr-19
Deer,DEER_ADULT_ANTLERLESS_AMT,3,NA,SSWI000000020364956,57185,5-Jan-20
Bear,BEAR_ADULT_AMT,1,NA,SSWI000000020300028,32164,5-Jul-19
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000016682720,33548,13-Mar-20
Wolf,WOLF_AMT,1,NA,SSWI000000018921667,55621,6-Jul-20
"Fox, Red",FOXRED_AMT,1,NA,SSWI000000016445752,51868,5-Nov-19
Fisher,FISHER_AMT,1,NA,SSWI000000016716424,46271,28-Feb-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000018399209,52460,7-Aug-20
Fisher,FISHER_AMT,1,NA,SSWI000000020857658,32485,13-Feb-21
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017732758,51810,4-May-20
Wolf,WOLF_AMT,1,NA,SSWI000000017866360,60041,30-Apr-20
Fisher,FISHER_AMT,1,NA,SSWI000000012276356,48367,5-Jan-19
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000013424929,41600,19-Jun-19
Wolf,WOLF_AMT,1,NA,SSWI000000019090145,31383,18-Aug-20
Fisher,FISHER_AMT,1,NA,SSWI000000022406201,45719,29-Apr-21
Otter,OTTER_AMT,1,NA,SSWI000000022411047,82844,11-Jul-21
Elk,ELK_ADULT_ANTLERLESS_AMT,2,NA,SSWI000000013550513,63902,3-Jul-19
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000006874123,28204,13-Oct-17
Fisher,FISHER_AMT,1,NA,SSWI000000020174552,38865,3-Nov-20
Fisher,FISHER_AMT,1,NA,SSWI000000014023856,38811,7-Jun-19
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020467702,50259,27-Sep-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016161926,28853,2-Jan-20
Squirrels and Chipmunks,SQUIRREL_AMT,1,NA,SSWI000000020365388,57185,27-Jan-20
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000017387009,63902,21-May-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000010302233,28873,8-Sep-18
Otter,OTTER_AMT,2,NA,SSWI000000018560757,80543,9-Aug-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000015098230,66143,3-Oct-19
Elk,ELK_ADULT_ANTLERED_AMT,1,NA,SSWI000000015060832,63902,13-Sep-19
Mink,MINK_AMT,1,NA,SSWI000000017336929,37160,17-Apr-20
Otter,OTTER_AMT,1,NA,SSWI000000017720443,77030,15-May-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000019171019,49378,26-Aug-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000016791791,51122,23-Dec-19
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000020671395,85029,27-Dec-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000017355806,63267,16-May-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000017165614,65128,28-Apr-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020302361,43103,17-Jun-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000012001418,47756,30-Mar-19
Raccoon,RACCOON_AMT,1,NA,SSWI000000004118960,23371,8-Oct-16
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017189273,58688,8-Mar-20
Raccoon,RACCOON_AMT,1,NA,SSWI000000016946526,67226,1-Apr-20
Fisher,FISHER_AMT,1,NA,SSWI000000017011196,28208,8-Mar-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016160429,28853,13-Dec-19
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020365352,57185,21-Jan-20
Deer,DEER_FAWN_AMT,1,NA,SSWI000000018947622,56136,29-Aug-20
Mink,MINK_AMT,1,NA,SSWI000000011835700,46446,28-Dec-18
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020163655,42940,3-Oct-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000021753698,31320,16-May-21
Fisher,FISHER_AMT,1,NA,SSWI000000019379870,63252,23-Sep-20
Squirrels and Chipmunks,SQUIRREL_AMT,1,NA,SSWI000000007793263,25287,1-Dec-17
Opossum,OPOSSUM_AMT,1,NA,SSWI000000014792754,58711,12-Sep-19
Wolf,WOLF_AMT,1,NA,SSWI000000021941019,84219,4-Apr-21
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000020106127,54250,6-Nov-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000007877701,23249,27-Jan-18
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000011771241,37111,8-Feb-19
Fisher,FISHER_AMT,1,NA,SSWI000000021115255,54288,26-Mar-21
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000019124833,46145,31-Jul-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020364655,57185,12-Dec-19
Elk,ELK_CALF_AMT,1,NA,SSWI000000018771032,63902,18-Aug-20
Fisher,FISHER_AMT,1,NA,SSWI000000010788715,49124,19-Oct-18
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016162157,28853,3-Jan-20
Fisher,FISHER_AMT,1,NA,SSWI000000022115072,82241,29-Apr-21
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000015060663,63902,28-Aug-19
Wolf,WOLF_AMT,1,NA,SSWI000000020446411,55611,4-Dec-20
Fisher,FISHER_AMT,1,NA,SSWI000000021426185,32461,14-Feb-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016161555,28853,27-Dec-19
Mink,MINK_AMT,1,NA,SSWI000000017410860,49212,28-Mar-20
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000018264579,67040,8-May-20
Deer,DEER_ADULT_ANTLERLESS_AMT,2,NA,SSWI000000020301553,43103,7-Oct-19
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000018264840,67040,17-Jun-20
Mink,MINK_AMT,1,NA,SSWI000000016849822,60101,3-Apr-20
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000018264865,67040,20-Jun-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000006391724,7206,28-May-17
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000018771018,63902,18-Aug-20
Mink,MINK_AMT,1,NA,SSWI000000021265325,58343,30-Mar-21
Otter,OTTER_AMT,2,NA,SSWI000000019532710,45728,20-Oct-20
Fisher,FISHER_AMT,1,NA,SSWI000000017121997,49095,8-Feb-20
Fisher,FISHER_AMT,1,NA,SSWI000000021404783,33011,22-Feb-21
Wolf,WOLF_AMT,1,NA,SSWI000000017672353,61758,24-Jun-20
Raccoon,RACCOON_AMT,1,NA,SSWI000000018283053,34742,6-Apr-20
Squirrels and Chipmunks,SQUIRREL_AMT,1,NA,SSWI000000020504739,35641,12-Nov-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016614933,44337,8-Mar-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020467789,50259,8-Oct-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000019207302,23395,23-Sep-20
Coyote,COYOTE_AMT,1,NA,SSWI000000020617174,45716,28-Oct-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000020905411,29494,6-Mar-21
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000008163310,23235,19-Mar-18
Fisher,FISHER_AMT,1,NA,SSWI000000019799028,48663,2-Nov-20
Wolf,WOLF_AMT,1,NA,SSWI000000019395409,60117,6-Oct-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020364208,57185,14-Sep-19
Wolf,WOLF_AMT,1,NA,SSWI000000018785571,57422,26-Jul-20
Elk,ELK_ADULT_ANTLERED_AMT,1,NA,SSWI000000017386877,63902,11-May-20
Fisher,FISHER_AMT,1,NA,SSWI000000004122793,20685,22-Dec-16
Fisher,FISHER_AMT,1,NA,SSWI000000020498533,57341,14-Nov-20
"Fox, Red",FOXRED_AMT,2,NA,SSWI000000017365341,46138,19-May-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020365573,57185,6-Mar-20
Wolf,WOLF_AMT,1,NA,SSWI000000012773378,33109,19-May-19
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020344703,23417,1-Nov-20
Elk,ELK_ADULT_ANTLERLESS_AMT,4,NA,SSWI000000016525031,65122,29-Oct-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017005677,73596,1-Mar-20
Fisher,FISHER_AMT,1,NA,SSWI000000017246718,31905,3-Mar-20
Elk,ELK_ADULT_UNKNOWN_AMT,3,NA,SSWI000000011020777,28204,11-Nov-18
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000016011642,67194,18-Oct-19
Fisher,FISHER_AMT,1,NA,SSWI000000019370407,54052,10-Oct-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000015074893,64463,5-Jul-19
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020163516,42940,11-Sep-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017103186,65716,20-Apr-20
Fisher,FISHER_AMT,1,NA,SSWI000000018977940,23220,14-Jul-20
Fisher,FISHER_AMT,1,NA,SSWI000000007764727,34658,6-Jan-18
Fisher,FISHER_AMT,1,NA,SSWI000000017183195,57341,6-May-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016093057,42021,24-Dec-19
Mink,MINK_AMT,1,NA,SSWI000000015917203,61160,10-Dec-19
Mink,MINK_AMT,1,NA,SSWI000000019586100,28223,4-Oct-20
Mink,MINK_AMT,1,NA,SSWI000000017278445,31317,6-Feb-20
Weasel,WEASEL_AMT,1,NA,SSWI000000017091768,65734,29-Apr-20
Coyote,COYOTE_AMT,1,NA,SSWI000000023457292,32522,11-Sep-21
Wolf,WOLF_AMT,1,NA,SSWI000000009175934,23226,11-May-18
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000012171637,49147,31-Mar-19
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020364830,57185,15-Dec-19
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000011220684,47905,6-Oct-18
Mink,MINK_AMT,1,NA,SSWI000000020149845,33112,5-Dec-20
Fisher,FISHER_AMT,1,NA,SSWI000000011307082,46943,10-Dec-18
Wolf,WOLF_AMT,1,NA,SSWI000000018921758,55621,18-Aug-20
"Fox, Red",FOXRED_AMT,1,NA,SSWI000000023514111,55640,12-Sep-21
Coyote,COYOTE_AMT,1,NA,SSWI000000022179043,55079,7-Jun-21
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000016824014,45848,4-Jan-20
Elk,ELK_ADULT_ANTLERED_AMT,1,NA,SSWI000000011020773,28204,11-Nov-18
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000021198034,38814,25-Mar-21
Fisher,FISHER_AMT,1,NA,SSWI000000022696938,39900,20-Jul-21
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020491687,42946,4-Dec-20
Mink,MINK_AMT,1,NA,SSWI000000012669775,46974,14-Jan-19
Raccoon,RACCOON_AMT,1,NA,SSWI000000010298519,29485,15-May-18
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000007589374,7171,25-Oct-17
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000015060684,63902,28-Aug-19
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020467735,50259,2-Oct-20
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000019122260,63902,31-Aug-20
Fisher,FISHER_AMT,1,NA,SSWI000000011526626,46271,5-Jan-19
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000016791796,51122,25-Dec-19
Wolf,WOLF_AMT,1,NA,SSWI000000017502771,67046,10-Apr-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000021186639,55403,19-Mar-21
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017565054,56141,6-Apr-20
Elk,ELK_ADULT_ANTLERLESS_AMT,3,NA,SSWI000000011771179,37111,25-Jan-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000021715332,52577,30-Apr-21
Weasel,WEASEL_AMT,1,NA,SSWI000000019033154,69966,14-Aug-20
Fisher,FISHER_AMT,1,NA,SSWI000000016411030,60101,11-Feb-20
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020143753,63902,24-Nov-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000018391457,35651,10-Apr-20
Coyote,COYOTE_AMT,2,NA,SSWI000000016161745,28853,28-Dec-19
Wolf,WOLF_AMT,1,NA,SSWI000000016591703,49145,6-Jan-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016508906,60002,28-Feb-20
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020321729,66124,27-Nov-20
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000013871568,63902,19-Jul-19
Fisher,FISHER_AMT,1,NA,SSWI000000012378712,49366,12-Apr-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000019044971,33013,9-Aug-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020366235,57185,10-Jun-20
Wolf,WOLF_AMT,1,NA,SSWI000000014881911,61758,1-Sep-19
Squirrels and Chipmunks,SQUIRREL_AMT,1,NA,SSWI000000020300934,32164,27-Jul-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000010033943,44328,15-Aug-18
Wolf,WOLF_AMT,1,NA,SSWI000000021743261,43858,5-Mar-21
Fisher,FISHER_AMT,1,NA,SSWI000000017341153,66123,11-Apr-20
Weasel,WEASEL_AMT,1,NA,SSWI000000021303592,73593,25-Feb-21
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000018039986,63902,29-Jun-20
Fisher,FISHER_AMT,1,NA,SSWI000000007492336,33025,23-Dec-17
